Data from USB2G577181__36__16-42-26-589.txt Node

Date: Tue Nov 15 16:42:26 PST 2022
User: gprabhakar
Spectrometer: USB2G57718
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
785	0.71
786	3.25
787	3.71
788	6.76
789	3.7
790	3.71
791	2.66
792	2.39
793	3.2
794	-1.05
795	0.2
796	3.78
797	-0.15
798	1.67
799	4.19
800	2.02
801	3.27
802	5.64
803	3.93
804	-0.44
805	3.71
806	0.1
807	1.14
808	3.2
809	3.21
810	0.48
811	0.31
812	6.12
813	4.92
814	4.92
815	0.33
816	3.41
817	2.6
818	2.27
819	3.24
820	1.69
821	2.17
822	2.25
823	1.14
824	-1.41
825	2.33
826	1.66
827	1.23
828	0.46
829	2.23
830	-0.62
831	3.05
832	5.26
833	3.55
834	2.35
835	0.46
836	0.44
837	-0.71
838	4.12
839	-1.35
840	-0.27
841	0.89
842	3.24
843	1.08
844	1.15
845	0.72
846	2.34
847	3.17
848	0.67
849	0.08
850	1.6
851	1.22
852	-0.91
853	2.38
854	-0.3
855	-1.23
856	0.24
857	2.72
858	-0.86
859	-3.36
860	0.07
861	1.46
862	1.2
863	0.87
864	2.26
865	3.3
866	1.14
867	0.91
868	-3.62
869	1.98
870	1.44
871	1.44
872	1.25
873	0.57
874	0.36
875	-3.58
876	-2.75
877	2.08
878	1.1
879	0.94
880	4.6
881	0.83
882	2.59
883	-4.93
884	4.12
885	3.51
886	1.23
887	3.55
888	1.45
889	0.43
890	0.18
891	0.65
892	-1.9
893	1.53
894	2.7
895	1.06
896	-1.61
897	1.62
898	1.28
899	-0.82
900	-0.38
901	3.74
902	1.53
903	1.15
904	2.2
905	0.63
906	1.05
907	4.86
908	-3
909	3.16
910	-3.36
911	0.93
912	4.2
913	0.53
914	0.23
915	2.33
916	2.04
917	1.37
918	-1.71
919	0.75
920	3.21
921	2.29
922	5.07
923	1.43
924	4.66
925	0.83
926	1.26
927	0.94
928	-1.89
929	2.38
930	1.96
931	2.01
932	3.32
933	1.15
934	0.91
935	0.25
936	1.54
937	1.07
938	-0.81
939	-2.66
940	-1.35
941	2.96
942	0.9
943	0.32
944	-0.12
945	3.22
946	-0.78
947	1.55
948	1.18
949	-0.24
950	1.2
951	2
952	1.34
953	-0.83
954	5.77
955	-1.19
956	2.46
957	1.25
958	2.39
959	0.13
960	1.26
961	3.22
962	-0.48
963	-2.81
964	-0.03
965	3.22
966	2.72
967	3.54
968	3.28
969	0.61
970	-0.37
971	3.74
972	1.86
973	3.27
974	0.11
975	4.31
976	1.56
977	-1.17
978	2.47
979	1.33
980	-6.93
981	5.32
982	-1.79
983	2.33
984	3.63
985	4.2
986	0.54
987	4.08
988	2.53
989	0.55
990	1.77
991	4.85
992	-0.14
993	1.18
994	0.88
995	0.64
996	1.19
997	0.77
998	3.09
999	0.28
1000	-1.34
