Capture_4:204		
350	0.87	
351	-0.72	
352	0.19	
353	-2.27	
354	1.92	
355	-3.1	
356	-0.12	
357	3.78	
358	2.64	
359	2.02	
360	0.14	
361	0.86	
362	1.73	
363	3.04	
364	2.34	
365	3.22	
366	5.55	
367	2.93	
368	5.25	
369	7.7	
370	5.32	
371	12.89	
372	5.84	
373	4.01	
374	9.08	
375	4.59	
376	8.53	
377	12.47	
378	9.39	
379	7.13	
380	8.74	
381	8.39	
382	13.02	
383	7.01	
384	12.06	
385	13.07	
386	10.65	
387	12.5	
388	10.21	
389	11.7	
390	8.81	
391	12.14	
392	10.65	
393	10.94	
394	13.3	
395	14.92	
396	13.94	
397	12.55	
398	17.01	
399	14.42	
400	15.38	
401	11.9	
402	11.19	
403	14.9	
404	20.73	
405	17.06	
406	14.75	
407	18.59	
408	19.64	
409	19.1	
410	18.57	
411	15.71	
412	16.02	
413	17.91	
414	19.29	
415	17.28	
416	20.86	
417	21.29	
418	21.72	
419	20.71	
420	20.44	
421	20.92	
422	22.76	
423	24.04	
424	20.12	
425	25.63	
426	21.34	
427	22.09	
428	23.75	
429	22.47	
430	22.48	
431	28.34	
432	26.12	
433	24.03	
434	24.02	
435	25.93	
436	24.04	
437	26.15	
438	27.67	
439	26.7	
440	29.77	
441	29.61	
442	27.03	
443	35.87	
444	28.04	
445	26.23	
446	31.11	
447	31.46	
448	32.74	
449	34.95	
450	32.28	
451	29.38	
452	36.74	
453	36.1	
454	36.83	
455	37.95	
456	32.17	
457	38.11	
458	42.73	
459	36.1	
460	41.66	
461	42.76	
462	45.55	
463	43.68	
464	45.54	
465	48.73	
466	47.96	
467	54.47	
468	53.25	
469	53.15	
470	59.89	
471	57.99	
472	62.75	
473	72.27	
474	74.08	
475	77.45	
476	79.76	
477	84.82	
478	92.51	
479	96.89	
480	107.15	
481	117.64	
482	114	
483	121.67	
484	124.37	
485	134.6	
486	139.05	
487	141.75	
488	154.49	
489	161.39	
490	164.5	
491	157.55	
492	166.94	
493	174.42	
494	183.73	
495	202.21	
496	211.39	
497	229.64	
498	236.02	
499	258.02	
500	253.44	
501	264.76	
502	277.03	
503	276.33	
504	287.79	
505	294.69	
506	309.77	
507	324.13	
508	332.36	
509	336.42	
510	354.51	
511	379.12	
512	382.13	
513	399.57	
514	443.69	
515	450.6	
516	439.31	
517	440.95	
518	447.04	
519	457.8	
520	496.67	
521	523.16	
522	550.09	
523	600	
524	699.81	
525	766.14	
526	818.72	
527	903.39	
528	895.69	
529	902.43	
530	940.44	
531	969.95	
532	1034.09	
533	1088.29	
534	993.22	
535	902.76	
536	895.33	
537	919.81	
538	914.7	
539	931.22	
540	1056.64	
541	1199.67	
542	1257.83	
543	1310.38	
544	1268.69	
545	1214.22	
546	1191.82	
547	1240.2	
548	1336.99	
549	1527.09	
550	1693.8	
551	1732.9	
552	1711.14	
553	1618.55	
554	1511.23	
555	1464.16	
556	1477.25	
557	1451.37	
558	1470.56	
559	1540.1	
560	1649	
561	1750.37	
562	1808.07	
563	1855.15	
564	1942.14	
565	1995.59	
566	2041.84	
567	2127.14	
568	2191.7	
569	2279.38	
570	2332.82	
571	2375.87	
572	2441.7	
573	2538.25	
574	2583.46	
575	2650.32	
576	2673.66	
577	2747.52	
578	2803.6	
579	2885.53	
580	2912.03	
581	2938.08	
582	2969.21	
583	3028.82	
584	3104.76	
585	3190.27	
586	3243.9	
587	3251.63	
588	3294.2	
589	3408.93	
590	3404.3	
591	3379.94	
592	3364.35	
593	3396.71	
594	3402.41	
595	3446.47	
596	3466.52	
597	3506.59	
598	3502.22	
599	3422.84	
600	3333.45	
601	3171.89	
602	2871.24	
603	2418.1	
604	1998.1	
605	1483.02	
606	1092.18	
607	805.55	
608	674.98	
609	613.1	
610	585.75	
611	558.88	
612	533.27	
613	510.87	
614	485.43	
615	470.16	
616	436.02	
617	411.68	
618	376.35	
619	368.53	
620	343.48	
621	328.43	
622	313.99	
623	308.46	
624	299.26	
625	288.86	
626	280.16	
627	264.75	
628	263.85	
629	252.57	
630	250.35	
631	241.75	
632	234.89	
633	232.09	
634	222.35	
635	216.52	
636	215.91	
637	205.05	
638	205.02	
639	200.64	
640	200.1	
641	192.15	
642	187.71	
643	178.45	
644	173.42	
645	176.81	
646	165.69	
647	169.1	
648	155.77	
649	146.86	
650	155.54	
651	144.97	
652	145.27	
653	140.73	
654	135.3	
655	132.31	
656	126.89	
657	129.83	
658	124.5	
659	119.29	
660	122.97	
661	114.22	
662	115.87	
663	110.11	
664	110.26	
665	102.25	
666	103.66	
667	98.94	
668	93.98	
669	94	
670	96.11	
671	86.61	
672	84.83	
673	81.04	
674	79.09	
675	75.78	
676	77.16	
677	71.21	
678	73.21	
679	73.79	
680	64.75	
681	59.77	
682	63.98	
683	58.23	
684	61.39	
685	61.15	
686	55.72	
687	59.56	
688	53.96	
689	48.54	
690	51.13	
691	50.73	
692	49.61	
693	43.7	
694	49.82	
695	40.74	
696	41.53	
697	44.73	
698	41.57	
699	37.04	
700	41.06	
701	35.92	
702	38.22	
703	39.08	
704	36.46	
705	33.66	
706	35.14	
707	31.68	
708	31.5	
709	32.46	
710	28.24	
711	31.13	
712	24.06	
713	23.79	
714	25.74	
715	26.82	
716	22.31	
717	23.11	
718	19.67	
719	24.28	
720	19.93	
721	19.26	
722	20.92	
723	22.84	
724	21.78	
725	21.6	
726	17.97	
727	21.28	
728	14.23	
729	17.86	
730	14.93	
731	13.29	
732	12.91	
733	13.48	
734	14.35	
735	18.82	
736	14.63	
737	11.58	
738	10.62	
739	13.73	
740	13.8	
741	13.85	
742	7.86	
743	12.33	
744	9.59	
745	12.2	
746	6.04	
747	9.34	
748	6.48	
749	9.6	
750	7.49	
751	8.61	
752	5.72	
753	7.74	
754	9.07	
755	3.13	
756	5.46	
757	2.53	
758	11.68	
759	2.68	
760	-0.27	
761	7.45	
762	6.67	
763	4.6	
764	7.25	
765	5.14	
766	3.07	
767	7.26	
768	2.81	
769	4.19	
770	4.43	
771	3.64	
772	4.24	
773	2.75	
774	6.28	
775	4.58	
776	0.85	
777	5.59	
778	1.84	
779	3.33	
780	5.16	
781	0.24	
782	7.04	
783	4.78	
784	0.67	
785	3.06	
786	3.55	
787	0.11	
788	4.73	
789	1.13	
790	0.64	
791	3.88	
792	0.84	
793	-1.24	
794	0.35	
795	2.21	
796	0.11	
797	1.51	
798	2.96	
799	0.94	
800	3.88	
801	-1.17	
802	-1.32	
803	-0.1	
804	-1.44	
805	-0.16	
806	-2.48	
807	4.01	
808	-1.27	
809	0.89	
810	0.73	
811	1.07	
812	0.76	
813	-3.72	
814	1.77	
815	0.69	
816	-3.99	
817	-2.36	
818	-1.02	
819	-3.59	
820	-3.85	
821	-0.32	
822	1.73	
823	-2.46	
824	1.1	
825	-1.89	
826	-0.37	
827	3.06	
828	0.77	
829	-1.72	
830	-4.74	
831	-1.93	
832	-0.08	
833	-0.6	
834	-0.7	
835	0.47	
836	-4.57	
837	1.51	
838	-1.35	
839	-3.56	
840	0.66	
841	1.46	
842	-2.92	
